FID,PARENT,STATUS,LENGTH,GREENBOOK,HIGHWAY,GIS,JURISDICTI,QC_NOTE,FUN_CLASS,GRID,MIN_STATIO,MAX_STATIO,COUNCIL,DISTRICT1,District,NO_LABEL,RTE_SYS_ED,Shape__Length
814,GERAR1, ,1910,Gerard St,GERARD ST,1,PUBLIC WAY, ,LO,0,0,1910,7,"1-10B, 1-1C","1-10B, 1-1C",0, ,788.834327829443
815,GERMA1, ,375,Germania St,GERMANIA ST,1,PUBLIC WAY, ,LO,0,0,375,6,2-02,2-02,1, ,154.616888667913
816,GERRI1, ,841,Gerrish St,GERRISH ST,1,PUBLIC WAY, ,LO,0,0,841,9,2-04,2-04,1, ,346.933548040644
817,GERTR1, ,432,Gertrude Rd,GERTRUDE RD,1,PUBLIC WAY, ,LO,0,0,432,6,2-06,2-06,0, ,178.109033904336
818,GIBSO1, ,1585,Gibson St,GIBSON ST,1,PUBLIC WAY/PRIVATE WAY, ,AR,0,0,1585,3,3-07,3-07,0, ,652.345368407792
819,GIFFO1, ,160,Gifford Pl,GIFFORD PL,1,PRIVATE WAY, ,LO,0,0,160,2,3-05,3-05,0, ,65.8449322941445
820,GILLE1, ,230,Gillespies Ln,GILLESPIES LN,1,PRIVATE WAY, ,LO,0,0,230,4,3-07,3-07,0, ,94.748046819499
821,GILLE2, ,431,Gillette Park,GILLETTE PARK,1,PRIVATE WAY, ,LO,0,0,431,2,3-05,3-05,0, ,177.656658073576
822,GILMA1, ,470,Gilman St,GILMAN ST,1,PUBLIC WAY, ,LO,0,0,470,5,2-02,2-02,0, ,193.846610681858
823,GILMA2, ,611,Gilmartin Rd,GILMARTIN RD,1,PRIVATE WAY, ,LO,0,0,611,3,3-07,3-07,0, ,252.215110714003
824,GILME1, ,360,Gilmer St,GILMER ST,1,PUBLIC WAY, ,LO,0,0,360,4,3-07,3-07,0, ,148.338831935479
825,GILMO1, ,226,Gilmore Ter,GILMORE TER,1,PUBLIC WAY, ,LO,0,0,226,6,2-06,2-06,0, ,93.0818700897412
826,GINIT1, ,186,Ginita St,GINITA ST,1,PUBLIC WAY, ,LO,0,0,186,3,3-07,3-07,1, ,76.8866772736674
827,GLADE1, ,374,Glade Ave,GLADE AV,1,PUBLIC WAY, ,LO,0,0,374,6,2-02,2-02,0, ,154.349722582174
828,GLADE2, ,1828,Gladeside Ave,GLADESIDE AV,1,PUBLIC WAY, ,CO,0,0,1828,4,3-07,3-07,0, ,754.388248628403
829,GLADE3, ,163,Gladeside Ter,GLADESIDE TER,1,PUBLIC WAY, ,LO,0,0,163,4,3-07,3-07,0, ,67.1738018637277
830,GLADS1, ,3050,Gladstone St,GLADSTONE ST,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,3050,1,1-09,1-09,1, ,1257.07136373394
831,GLEAS1, ,948,Gleason St,GLEASON ST,1,PUBLIC WAY, ,LO,0,0,948,4,3-03,3-03,1, ,391.534546492575
832,GLEN 1, ,4836,Glen Ln,GLEN LN,1,PRIVATE WAY/PARK, ,LO,0,0,4836,7,"2-02, 3-03","2-02, 3-03",1, ,1992.45060840681
833,GLEN 2, ,1303,Glen Rd,GLEN RD,1,PUBLIC WAY, ,AR,0,0,1303,6,2-02,2-02,1, ,536.343711145604
834,GLEN 3, ,422,Glen St,GLEN ST,1,PUBLIC WAY, ,LO,0,0,422,3,3-03,3-03,0, ,174.052476338255
835,GLENA1, ,638,Glenarm St,GLENARM ST,1,PUBLIC WAY, ,LO,0,0,638,4,3-03,3-03,0, ,262.913560891767
836,GLENB1, ,893,Glenburnie Rd,GLENBURNIE RD,1,PUBLIC WAY, ,LO,0,0,893,6,2-06,2-06,0, ,367.754048839549
837,GLENB2, ,160,Glenburne St,GLENBURNE ST,1,PUBLIC WAY, ,LO,0,0,160,7,1-10B,1-10B,1, ,66.0233884161422
838,GLENC1, ,1353,Glencliff Rd,GLENCLIFF RD,1,PUBLIC WAY, ,LO,0,0,1353,5,2-08,2-08,0, ,557.988774336117
839,GLENC2, ,1313,Glencoe St,GLENCOE ST,1,PUBLIC WAY, ,LO,0,0,1313,9,2-04,2-04,0, ,542.4779015084
840,GLEND1, ,1485,Glendale St,GLENDALE ST,1,PUBLIC WAY, ,LO,0,0,1485,3,3-03,3-03,0, ,611.519263485197
841,GLEND2, ,1953,Glendower Rd,GLENDOWER RD,1,PUBLIC WAY, ,LO,0,0,1953,5,"2-06, 2-08","2-06, 2-08",0, ,804.753682090451
842,GLEND3, ,451,Glendon St,GLENDON ST,1,PUBLIC WAY, ,CO,0,0,451,1,1-09,1-09,0, ,186.611571969103
843,GLEND4, ,161,Glendon Pl,GLENDON PL,1,PRIVATE WAY, ,LO,0,0,161,1,1-09,1-09,0, ,66.3540277418998
844,GLENE1, ,2901,Glenellen Rd,GLENELLEN RD,1,PUBLIC WAY, ,LO,0,0,2901,6,2-06,2-06,0, ,1197.11804837157
845,GLENH1, ,1349,Glenham St,GLENHAM ST,1,PUBLIC WAY, ,CO,0,0,1349,6,2-06,2-06,0, ,555.743901365371
846,GLENH2, ,967,Glenhaven Rd,GLENHAVEN RD,1,PUBLIC WAY, ,LO,0,0,967,6,2-06,2-06,0, ,398.166645923716
847,GLENH3, ,688,Glenhill Rd,GLENHILL RD,1,PUBLIC WAY, ,LO,0,0,688,4,3-07,3-07,1, ,283.727473376954
848,GLENL1, ,563,Glenley Ter,GLENLEY TR,1,PUBLIC WAY, ,LO,0,0,563,9,2-04,2-04,0, ,231.846575660141
849,GLENM1, ,1170,Glenmont Rd,GLENMONT RD,1,PUBLIC WAY, ,LO,0,0,1170,9,2-04,2-04,1, ,481.936831381154
850,GLENM2, ,212,Glenmore St,GLENMORE ST,1,PRIVATE WAY, ,LO,0,0,212,4,3-07,3-07,0, ,87.1072265292428
851,GLENR1, ,630,Glenrose Rd,GLENROSE RD,1,PUBLIC WAY, ,LO,0,0,630,3,3-07,3-07,1, ,259.180432029578
852,GLENS1, ,371,Glenside Ave,GLENSIDE AV,1,PUBLIC WAY, ,LO,0,0,371,6,2-02,2-02,1, ,153.028602703103
853,GLENV2, ,1820,Glenville Ave,GLENVILLE AV,1,PUBLIC WAY, ,LO,0,0,1820,9,2-04,2-04,0, ,750.281156273547
854,GLENV3, ,240,Glenville Ter,GLENVILLE TER,1,PRIVATE WAY, ,LO,0,0,240,9,2-04,2-04,1, ,99.0889696009297
855,GLENW1, ,2571,Glenway St,GLENWAY ST,1,PUBLIC WAY, ,CO,0,0,2571,4,3-03,3-03,0, ,1060.38602379467
856,GLENW2, ,785,Glenwood Ave,GLENWOOD AV E,1,PUBLIC WAY, ,LO,0,0,785,5,2-08,2-08,0, ,322.971073742769
857,GLENW3, ,1270,Glenwood Ave,GLENWOOD AV W,1,PUBLIC WAY, ,LO,0,0,1270,5,2-08,2-08,0, ,523.31972550035
858,GLENW4, ,377,Glenwood Avenue Fw,GLENWOOD AVENUE FW,1,PUBLIC WAY, ,LO,0,0,377,5,2-08,2-08,0, ,155.287034799977
859,GLIDE1, ,847,Glide St,GLIDE ST,1,PUBLIC WAY, ,LO,0,0,847,3,3-07,3-07,0, ,349.392281764193
860,GLINE1, ,186,Glines Ave,GLINES AV,1,PRIVATE WAY, ,LO,0,0,186,7,2-02,2-02,0, ,76.64125778064
861,GLORI1, ,398,Gloria Rd,GLORIA RD,1,PUBLIC WAY, ,LO,0,0,398,6,2-06,2-06,0, ,164.347068106959
862,GLOUC1, ,1582,Gloucester St,GLOUCESTER ST,1,PUBLIC WAY, ,LO,0,0,1582,8,1-1C,1-1C,1, ,653.785471089901
863,GLOVE1, ,193,Glover Ct,GLOVER CT,1,PUBLIC WAY, ,LO,0,0,193,2,3-05,3-05,0, ,79.6220173964123
864,GLOVE2, ,157,Glover Pl,GLOVER PL,1,PRIVATE WAY, ,LO,0,0,157,3,3-03,3-03,0, ,64.6074344138779
865,GODDA1, ,129,Goddard St,GODDARD ST,1,PRIVATE WAY, ,LO,0,0,129,9,2-04,2-04,1, ,53.2261358644992
866,GOETH1, ,746,Goethe St,GOETHE ST,1,PUBLIC WAY, ,LO,0,0,746,6,2-06,2-06,0, ,307.441600155937
867,GOFF 1, ,1027,Goff St,GOFF ST,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,1027,5,2-08,2-08,1, ,422.374871239573
868,GOLD 1, ,333,Gold St,GOLD ST W,1,PUBLIC WAY, ,LO,0,0,333,2,3-05,3-05,0, ,137.245847293138
869,GOLD 2, ,1701,Gold St,GOLD ST E,1,PUBLIC WAY, ,LO,0,0,1701,2,3-05,3-05,1, ,701.297818063793
870,GOLD 3, ,320,Gold Star Rd,GOLD STAR RD,1,PRIVATE WAY, ,LO,0,0,320,1,1-09,1-09,0, ,131.761514902465
871,GOLDI1, ,128,Golding St,GOLDING ST,1,PRIVATE WAY, ,LO,0,0,128,4,3-07,3-07,0, ,52.521864189578
872,GOLDS1, ,914,Goldsmith St,GOLDSMITH ST,1,PUBLIC WAY, ,LO,0,0,914,6,2-02,2-02,0, ,377.35879829789
873,GOLDS2, ,536,Goldsmith Pl,GOLDSMITH PL,1,PRIVATE WAY, ,LO,0,0,536,6,2-02,2-02,0, ,220.679989008903
874,GOODA1, ,1086,Goodale Rd,GOODALE RD,1,PUBLIC WAY, ,LO,0,0,1086,4,3-07,3-07,1, ,447.371807859873
875,GOODE1, ,1404,Goodenough St,GOODENOUGH ST,1,PUBLIC WAY, ,LO,0,0,1404,9,2-04,2-04,0, ,579.938940556205
876,GOODR1, ,498,Goodrich Rd,GOODRICH RD,1,PUBLIC WAY, ,LO,0,0,498,6,2-02,2-02,1, ,205.326486884926
877,GOODR3, ,143,Goodridge Aly,GOODRIDGE ALLEY,1,PRIVATE WAY, ,LO,0,0,143,1,1-1B,1-1B,1, ,59.0813251185516
878,GOODR4, ,28,Goodridge Ct,GOODRIDGE CT,1,PRIVATE WAY, ,LO,0,0,28,1,1-1B,1-1B,1, ,11.5068384942952
879,GOODW1, ,622,Goodway Rd,GOODWAY RD,1,PUBLIC WAY, ,LO,0,0,622,6,2-02,2-02,0, ,255.885168559176
880,GOODW2, ,170,Goodwin Ct,GOODWIN CT,1,PRIVATE WAY, ,LO,0,0,170,2,3-05,3-05,1, ,69.8879354143563
881,GOODW3, ,141,Goodwin Pl,GOODWIN PL,1,PRIVATE WAY, ,LO,0,0,141,8,1-1B,1-1B,1, ,58.1824959915194
882,GORDO1, ,2673,Gordon Ave,GORDON AV,1,PUBLIC WAY/PRIVATE WAY, ,AR,0,0,2673,5,2-08,2-08,0, ,1101.19877974714
883,GORDO2, ,1871,Gordon St,GORDON ST BR,1,PUBLIC WAY, ,CO,0,0,1871,9,2-04,2-04,0, ,773.095447186578
884,GORDO3, ,489,Gordon St,GORDON ST JP,1,PUBLIC WAY, ,LO,0,0,489,6,2-02,2-02,0, ,201.365489568369
885,GORDO5, ,143,Gordon Pl,GORDON PL,1,PRIVATE WAY, ,LO,0,0,143,3,3-03,3-03,0, ,59.1517550454854
886,GORE 1, ,269,Gore St,GORE ST,1,PUBLIC WAY, ,LO,0,0,269,8,1-10A,1-10A,1, ,110.639668242782
887,GORHA1, ,413,Gorham St,GORHAM ST,1,PUBLIC WAY, ,LO,0,0,413,9,2-04,2-04,0, ,170.388036357358
888,GOULD2, ,243,Gouldville Ter,GOULDVILLE TER,1,PUBLIC WAY, ,LO,0,0,243,7,3-03,3-03,1, ,100.004417383801
889,GOULD3, ,392,Gould St,GOULD ST BR,1,PRIVATE WAY, ,LO,0,0,392,9,2-04,2-04,0, ,161.516410089107
890,GOVE 1, ,826,Gove St,GOVE ST W,1,PUBLIC WAY, ,CO,0,0,826,1,1-09,1-09,0, ,340.644646292253
891,GOVE 2, ,1114,Gove St,GOVE ST E,1,PUBLIC WAY, ,LO,0,0,1114,1,1-09,1-09,1, ,459.29387810479
892,GRACE1, ,347,Grace St,GRACE ST,1,PUBLIC WAY, ,LO,0,0,347,4,3-07,3-07,1, ,143.235129375021
893,GRACE2, ,144,Grace Ct,GRACE CT,1,PRIVATE WAY, ,LO,0,0,144,2,3-05,3-05,0, ,59.6026065866868
894,GRAFT1, ,255,Grafton St,GRAFTON ST,1,PUBLIC WAY, ,LO,0,0,255,3,3-03,3-03,1, ,105.025975300484
895,GRAHA1, ,213,Graham Ter,GRAHAM TER,1,PUBLIC WAY, ,LO,0,0,213,6,2-06,2-06,1, ,87.5449151514274
896,GRAHA2, ,221,Graham Ct,GRAHAM CT,1,PRIVATE WAY, ,LO,0,0,221,2,3-03,3-03,0, ,91.0772693522434
897,GRAMP1, ,2743,Grampian Way,GRAMPIAN WAY,1,PUBLIC WAY, ,LO,0,0,2743,3,3-03,3-03,0, ,1130.43589920215
898,GRANA1, ,447,Granada Ave,GRANADA AV,1,PUBLIC WAY, ,LO,0,0,447,5,2-06,2-06,0, ,184.236995914967
899,GRANA2, ,444,Granada Park,GRANADA PK,1,PUBLIC WAY, ,LO,0,0,444,7,2-02,2-02,0, ,183.250035983484
900,GRANB1, ,444,Granby St,GRANBY ST,1,PUBLIC WAY, ,LO,0,0,444,8,1-10A,1-10A,0, ,183.454719635367
901,GRAND1, ,462,Grandview St,GRANDVIEW ST,1,PUBLIC WAY, ,LO,0,0,462,5,2-06,2-06,0, ,190.411986677269
902,GRAND2, ,195,Grandee St,GRANDEE ST,1,PRIVATE WAY, ,LO,0,0,195,9,2-04,2-04,1, ,80.5796903695267
903,GRANF1, ,935,Granfield Ave,GRANFIELD AV,1,PUBLIC WAY, ,LO,0,0,935,5,2-02,2-02,0, ,384.79204425786
904,GRANG1, ,565,Granger St,GRANGER ST,1,PUBLIC WAY, ,LO,0,0,565,3,3-03,3-03,0, ,232.887080560118
905,GRANI1, ,2121,Granite Ave,GRANITE AV,1,PUBLIC WAY/STATE, ,AR,0,0,2121,3,3-07,3-07,0, ,875.241239722559
906,GRANT1, ,577,Grant St,GRANT ST,1,PUBLIC WAY, ,LO,0,0,577,3,3-03,3-03,0, ,238.3786276867
907,GRANT2, ,363,Grantley St,GRANTLEY ST,1,PUBLIC WAY, ,LO,0,0,363,5,2-08,2-08,0, ,149.232157641541
908,GRANT3, ,280,Grant Pl,GRANT PL DO,1,PRIVATE WAY, ,LO,0,0,280,3,3-07,3-07,1, ,115.067674738699
909,GRANT4, ,105,Grant Rd,GRANT RD,1,PRIVATE WAY, ,LO,0,0,105,4,3-03,3-03,0, ,43.1990519482339
910,GRANT5, ,201,Grant Pl,GRANT PL HP,1,PRIVATE WAY, ,LO,0,0,201,5,2-08,2-08,1, ,82.7757007741851
911,GRANT6, ,84,Grant's Ct,GRANT'S CT,1,PRIVATE WAY, ,LO,0,0,84,1,1-1A,1-1A,0, ,34.673471403718
912,GRANV1, ,847,Granville St,GRANVILLE ST,1,PUBLIC WAY, ,LO,0,0,847,3,3-07,3-07,0, ,349.6501998761
913,GRASS1, ,729,Grassmere Rd,GRASSMERE RD,1,PUBLIC WAY, ,LO,0,0,729,5,2-08,2-08,1, ,300.257211781249
914,GRAY 1, ,613,Gray St,GRAY ST BP,1,PUBLIC WAY, ,LO,0,0,613,2,1-1C,1-1C,1, ,252.628479775986
915,GRAYF1, ,1377,Grayfield Ave,GRAYFIELD AV,1,PUBLIC WAY, ,LO,0,0,1377,6,2-06,2-06,0, ,567.559625621618
916,GRAYS1, ,666,Grayson St,GRAYSON ST,1,PUBLIC WAY, ,LO,0,0,666,3,3-07,3-07,0, ,275.057806262745
917,GREAT1, ,2615,Greaton Rd,GREATON RD,1,PUBLIC WAY, ,CO,0,0,2615,6,2-06,2-06,0, ,1078.97315096397
918,GREEN1, ,566,Green Hill St,GREEN HILL ST,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,566,3,3-07,3-07,0, ,232.714338758205
919,GREEN10, ,357,Greenley Pl,GREENLEY PL,1,PUBLIC WAY, ,LO,0,0,357,6,2-02,2-02,1, ,147.255527804134
920,GREEN11, ,507,Greenmount St,GREENMOUNT ST,1,PUBLIC WAY, ,LO,0,0,507,3,3-03,3-03,0, ,208.635663146553
921,GREEN12, ,605,Greenock St,GREENOCK ST,1,PUBLIC WAY, ,LO,0,0,605,4,3-07,3-07,1, ,249.238152698214
922,GREEN13, ,1116,Greenough Ave,GREENOUGH AV,1,PUBLIC WAY, ,LO,0,0,1116,6,2-02,2-02,0, ,459.736899083804
923,GREEN14, ,440,Greenview Ave,GREENVIEW AV,1,PUBLIC WAY, ,LO,0,0,440,6,2-02,2-02,1, ,181.025583208756
924,GREEN15, ,927,Greenville St,GREENVILLE ST,1,PUBLIC WAY, ,LO,0,0,927,7,1-10B,1-10B,1, ,383.08378896665
925,GREEN16, ,119,Greenwich Ct,GREENWICH CT,1,PUBLIC WAY, ,LO,0,0,119,7,1-10B,1-10B,1, ,49.2406524956412
926,GREEN17, ,510,Greenwich Park,GREENWICH PK,1,PUBLIC WAY, ,LO,0,0,510,7,1-1C,1-1C,1, ,210.221153384703
927,GREEN18, ,1053,Greenwich St,GREENWICH ST DO,1,PUBLIC WAY, ,LO,0,0,1053,3,3-03,3-03,0, ,433.768389952015
928,GREEN19, ,389,Greenwich St,GREENWICH ST RX,1,PUBLIC WAY, ,LO,0,0,389,7,1-10B,1-10B,1, ,160.417339532727
929,GREEN2, ,2929,Green St,GREEN ST JP,1,PUBLIC WAY, ,AR,0,0,2929,6,2-02,2-02,1, ,1206.52671375253
930,GREEN20, ,1500,Greenwood Ave,GREENWOOD AV,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,1500,5,2-08,2-08,1, ,617.401962539755
931,GREEN21, ,258,Greenwood Cir,GREENWOOD CIR,1,PUBLIC WAY, ,LO,0,0,258,5,2-08,2-08,1, ,106.417738490264
932,GREEN22, ,2370,Greenwood St,GREENWOOD ST,1,PUBLIC WAY, ,CO,0,0,2370,4,3-03,3-03,1, ,978.591543492903
933,GREEN23, ,607,Greenbrook Rd,GREENBROOK RD,1,PUBLIC WAY, ,LO,0,0,607,5,2-08,2-08,0, ,250.046112079051
934,GREEN24, ,321,Greenbaum St,GREENBAUM ST,1,PUBLIC WAY, ,LO,0,0,321,2,3-05,3-05,0, ,132.098375997691
935,GREEN26, ,215,Greenfield Road Fw,GREENFIELD RD FW,1,PUBLIC WAY, ,LO,0,0,215,4,2-08,2-08,0, ,88.6838004350401
936,GREEN28, ,90,Greenmount Pl,GREENMOUNT PL,1,PRIVATE WAY, ,LO,0,0,90,3,3-03,3-03,0, ,37.0199911385653
937,GREEN29, ,334,Greenough Ln,GREENOUGH LN,1,PUBLIC WAY, ,LO,0,0,334,1,1-1B,1-1B,1, ,138.125536393109
938,GREEN3, ,1363,Green St,GREEN ST CH,1,PUBLIC WAY, ,LO,0,0,1363,1,1-1A,1-1A,0, ,563.065495863929
939,GREEN30, ,146,Greenough Park,GREENOUGH PARK,1,PRIVATE WAY, ,LO,0,0,146,6,2-02,2-02,0, ,60.1984301522431
940,GREEN31, ,155,Greenville Park,GREENVILLE PARK,1,PRIVATE WAY, ,LO,0,0,155,7,1-10B,1-10B,0, ,63.6463127738439
941,GREEN32, ,167,Greenwood Park,GREENWOOD PARK,1,PRIVATE WAY, ,LO,0,0,167,3,3-07,3-07,0, ,68.8862573337844
942,GREEN4, ,1573,Greenbrier St,GREENBRIER ST,1,PUBLIC WAY, ,LO,0,0,1573,4,"3-03, 3-07","3-03, 3-07",0, ,649.20875487942
943,GREEN5, ,843,Greendale Rd,GREENDALE RD,1,PUBLIC WAY, ,LO,0,0,843,4,3-07,3-07,1, ,347.288359371289
944,GREEN6, ,2259,Greenfield Rd,GREENFIELD RD,1,PUBLIC WAY, ,CO,0,0,2259,5,2-08,2-08,1, ,931.202484940092
945,GREEN7, ,259,Greenhalge St,GREENHALGE ST,1,PUBLIC WAY, ,LO,0,0,259,2,3-03,3-03,1, ,106.890410089243
946,GREEN8, ,429,Greenheys St,GREENHEYS ST,1,PUBLIC WAY, ,LO,0,0,429,4,3-03,3-03,0, ,176.596628067257
947,GREEN9, ,268,Greenleaf St,GREENLEAF ST,1,PRIVATE WAY, ,LO,0,0,268,8,1-10A,1-10A,0, ,110.488276736513
948,GRETT1, ,1035,Gretter Rd,GRETTER RD,1,PUBLIC WAY, ,LO,0,0,1035,6,2-06,2-06,0, ,426.49589872714
949,GREW 1, ,1549,Grew Ave,GREW AV,1,PRIVATE WAY, ,LO,0,0,1549,5,2-08,2-08,0, ,639.089087051002
950,GREW 2, ,927,Grew Hill Rd,GREW HILL RD,1,PUBLIC WAY, ,LO,0,0,927,5,2-08,2-08,0, ,382.140150622481
951,GREYC1, ,1083,Greycliff Rd,GREYCLIFF RD,1,PUBLIC WAY, ,LO,0,0,1083,9,2-04,2-04,0, ,446.694154640486
952,GREYL1, ,694,Greylock Rd,GREYLOCK RD,1,PUBLIC WAY, ,LO,0,0,694,9,2-04,2-04,0, ,286.018775576711
953,GREYM1, ,322,Greymere Rd,GREYMERE RD,1,PUBLIC WAY, ,LO,0,0,322,9,2-04,2-04,0, ,132.840234596467
954,GRIDL1, ,278,Gridley St,GRIDLEY ST,1,PUBLIC WAY, ,LO,0,0,278,1,1-1C,1-1C,1, ,114.938005792961
955,GRIFF1, ,88,Griffin Ct,GRIFFIN CT,1,PRIVATE WAY, ,LO,0,0,88,3,3-03,3-03,0, ,36.3691525910215
956,GRIGG1, ,412,Griggs St,GRIGGS ST,1,PUBLIC WAY, ,LO,0,0,412,9,2-04,2-04,0, ,170.192011831252
957,GRIGG2, ,533,Griggs Pl,GRIGGS PL,1,PRIVATE WAY, ,LO,0,0,533,9,2-04,2-04,0, ,219.96507179939
958,GRIME1, ,403,Grimes St,GRIMES ST,1,PUBLIC WAY, ,LO,0,0,403,2,3-05,3-05,1, ,166.413036361304
959,GROOM1, ,323,Groom St,GROOM ST,1,PUBLIC WAY, ,LO,0,0,323,7,3-03,3-03,1, ,133.172141723144
960,GROTT1, ,590,Grotto Glen Rd,GROTTO GLEN RD,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,590,8,1-10A,1-10A,0, ,242.938372560809
961,GROUS1, ,1009,Grouse St,GROUSE ST,1,PRIVATE WAY, ,LO,0,0,1009,6,2-06,2-06,0, ,407.695448717771
962,GROVE1, ,4953,Grove St,GROVE ST WR,1,PUBLIC WAY, ,AR,0,0,4953,6,2-06,2-06,0, ,2043.34898506587
963,GROVE2, ,659,Grove St,GROVE ST BP,1,PUBLIC WAY, ,LO,0,0,659,8,1-1B,1-1B,1, ,272.484907995553
964,GROVE3, ,833,Groveland St,GROVELAND ST,1,PUBLIC WAY, ,LO,0,0,833,3,3-07,3-07,0, ,343.984073364588
965,GROVE4, ,479,Grovenor Rd,GROVENOR RD,1,PUBLIC WAY, ,LO,0,0,479,6,2-02,2-02,1, ,197.346554024731
966,GROVE5, ,133,Grove Pl,GROVE PL,1,PRIVATE WAY, ,LO,0,0,133,8,1-1B,1-1B,1, ,54.6728079697402
967,GROVE6, ,138,Grove Rd,GROVE RD,1,PRIVATE WAY, ,LO,0,0,138,6,2-06,2-06,0, ,56.6947869375674
968,GROVE7, ,60,Grove Sq,GROVE SQ,1,PUBLIC WAY, ,LO,0,0,60,8,1-1B,1-1B,1, ,24.6531410268895
969,GROVE8, ,265,Grove Ter,GROVE TER,1,PRIVATE WAY, ,LO,0,0,265,6,2-06,2-06,0, ,109.203358129865
970,GROVE9, ,155,Grover Ave,GROVER AV,1,PRIVATE WAY, ,LO,0,0,155,6,2-02,2-02,1, ,63.7104631998386
971,GUERN1, ,1803,Guernsey St,GUERNSEY ST,1,PUBLIC WAY, ,LO,0,0,1803,6,2-06,2-06,0, ,743.153510086603
972,GUEST1, ,1853,Guest St,GUEST ST,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,1853,9,2-04,2-04,0, ,763.09541703062
973,GUILD2, ,780,Guild St,GUILD ST,1,PUBLIC WAY, ,LO,0,0,780,7,1-10B,1-10B,0, ,321.404777853254
974,GUILF1, ,329,Guilford St,GUILFORD ST,1,PUBLIC WAY, ,LO,0,0,329,9,2-04,2-04,0, ,135.796545070715
975,GURNE1, ,539,Gurney St,GURNEY ST,1,PUBLIC WAY, ,LO,0,0,539,7,1-10A,1-10A,0, ,222.498857949311
976,GUSTI1, ,247,Gustin St,GUSTIN ST,1,PUBLIC WAY, ,LO,0,0,247,2,3-05,3-05,0, ,102.009073431546
977,GWINN1, ,616,Gwinnett St,GWINNETT ST,1,PUBLIC WAY, ,LO,0,0,616,5,2-08,2-08,0, ,254.123958317429
978,H ST 1, ,2737,H St,H ST,1,PUBLIC WAY, ,LO,0,0,2737,2,3-05,3-05,0, ,1130.95923692498
979,HACKE1, ,338,Hackensack Cir,HACKENSACK CIR,1,PUBLIC WAY, ,LO,0,0,338,6,2-06,2-06,0, ,139.393771033017
980,HACKE2, ,350,Hackensack Ct,HACKENSACK CT,1,PUBLIC WAY, ,LO,0,0,350,6,2-06,2-06,0, ,144.209498948939
981,HACKE3, ,2037,Hackensack Rd,HACKENSACK RD,1,PUBLIC WAY, ,LO,0,0,2037,6,2-06,2-06,0, ,840.218303231412
982,HACKE4, ,320,Hackensack Ter,HACKENSACK TER,1,PUBLIC WAY, ,LO,0,0,320,6,2-06,2-06,0, ,132.053711196258
983,HADAS1, ,233,Hadassah Way,HADASSAH WAY,1,PUBLIC WAY, ,LO,0,0,233,2,1-1C,1-1C,0, ,96.093704024542
984,HADLE1, ,128,Hadley St,HADLEY ST,1,PUBLIC WAY, ,LO,0,0,128,1,1-1A,1-1A,1, ,52.8470654004398
985,HADWI1, ,307,Hadwin Way,HADWIN WAY,1,PUBLIC WAY, ,LO,0,0,307,5,2-02,2-02,1, ,126.409091227267
986,HAGAR1, ,266,Hagar St,HAGAR ST,1,PUBLIC WAY, ,LO,0,0,266,6,2-02,2-02,1, ,109.630134730518
987,HAGUE1, ,251,Hague St,HAGUE ST,1,MTA, ,LO,0,0,251,9,2-04,2-04,0, ,103.653539087412
988,HALBO1, ,576,Halborn St,HALBORN ST,1,PUBLIC WAY, ,LO,0,0,576,4,3-07,3-07,0, ,237.143731555488
989,HALE 1, ,757,Hale St,HALE ST HP,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,757,5,2-08,2-08,0, ,312.414940520591
990,HALEY1, ,286,Haley St,HALEY ST,1,PUBLIC WAY, ,LO,0,0,286,7,1-10B,1-10B,1, ,117.970863002062
991,HALF 1, ,475,Half Moon St,HALF MOON ST,1,PUBLIC WAY, ,LO,0,0,475,7,3-03,3-03,1, ,196.027971534248
992,HALF 2, ,114,Half Moon Pl,HALF MOON PL,1,PRIVATE WAY, ,LO,0,0,114,1,1-1C,1-1C,0, ,47.1567127169888
993,HALFO1, ,398,Halford Rd,HALFORD RD,1,PUBLIC WAY, ,LO,0,0,398,6,2-06,2-06,0, ,163.773726600399
994,HALIF1, ,988,Halifax St,HALIFAX ST,1,PUBLIC WAY, ,LO,0,0,988,6,2-02,2-02,1, ,406.714637085211
995,HALL 1, ,912,Hall St,HALL ST,1,PUBLIC WAY, ,LO,0,0,912,6,2-02,2-02,1, ,375.400816417504
996,HALL 2, ,149,Hall Pl,HALL PL,1,PRIVATE WAY, ,LO,0,0,149,2,3-05,3-05,0, ,61.4853377045328
997,HALLA1, ,354,Hallam St,HALLAM ST,1,PUBLIC WAY, ,LO,0,0,354,3,3-03,3-03,0, ,145.623726799728
998,HALLE1, ,500,Halleck St,HALLECK ST,1,PUBLIC WAY, ,LO,0,0,500,7,1-10A,1-10A,1, ,206.473822991885
999,HALLE2, ,296,Hallet-Davis St,HALLET-DAVIS ST,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,296,3,3-07,3-07,0, ,122.128017453704
